seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
0,measure,survey,0.00,0.00,1,direction,287.17,5.000,0.00
1,measure,survey,0.00,0.00,2,no_signal,,11.000,0.00
2,measure,survey,0.00,0.00,3,no_signal,,17.000,0.00
3,measure,survey,0.00,0.00,4,no_signal,,23.000,0.00
4,measure,survey,0.00,0.00,5,no_signal,,29.000,0.00
5,measure,survey,0.00,0.00,6,no_signal,,35.000,0.00
6,measure,survey,0.00,0.00,7,direction,338.01,41.000,0.00
7,measure,survey,0.00,0.00,8,no_signal,,47.000,0.00
8,measure,survey,0.00,0.00,9,direction,59.10,53.000,0.00
9,measure,survey,0.00,0.00,10,no_signal,,59.000,0.00
10,measure,survey,0.00,0.00,11,direction,108.97,65.000,0.00
11,measure,survey,0.00,0.00,12,direction,244.00,71.000,0.00
12,measure,survey,0.00,0.00,13,direction,294.64,77.000,0.00
13,measure,survey,0.00,0.00,14,no_signal,,83.000,0.00
14,measure,survey,0.00,0.00,15,direction,173.79,89.000,0.00
15,measure,survey,0.00,0.00,16,no_signal,,95.000,0.00
16,measure,survey,0.00,0.00,17,direction,350.21,101.000,0.00
17,measure,survey,0.00,0.00,18,no_signal,,107.000,0.00
18,measure,survey,0.00,0.00,19,no_signal,,113.000,0.00
19,measure,survey,0.00,0.00,20,no_signal,,119.000,0.00
20,measure,survey,62.80,-1198.36,1,direction,74.97,365.000,1200.00
21,measure,survey,62.80,-1198.36,2,no_signal,,371.000,1200.00
22,measure,survey,62.80,-1198.36,3,no_signal,,377.000,1200.00
23,measure,survey,62.80,-1198.36,4,no_signal,,383.000,1200.00
24,measure,survey,62.80,-1198.36,5,no_signal,,389.000,1200.00
25,measure,survey,62.80,-1198.36,6,no_signal,,395.000,1200.00
26,measure,survey,62.80,-1198.36,7,direction,52.77,401.000,1200.00
27,measure,survey,62.80,-1198.36,8,no_signal,,407.000,1200.00
28,measure,survey,62.80,-1198.36,9,no_signal,,413.000,1200.00
29,measure,survey,62.80,-1198.36,10,no_signal,,419.000,1200.00
30,measure,survey,62.80,-1198.36,11,no_signal,,425.000,1200.00
31,measure,survey,62.80,-1198.36,12,direction,95.24,431.000,1200.00
32,measure,survey,62.80,-1198.36,13,direction,40.93,437.000,1200.00
33,measure,survey,62.80,-1198.36,14,no_signal,,443.000,1200.00
34,measure,survey,62.80,-1198.36,15,no_signal,,449.000,1200.00
35,measure,survey,62.80,-1198.36,16,no_signal,,455.000,1200.00
36,measure,survey,62.80,-1198.36,17,no_signal,,461.000,1200.00
37,measure,survey,62.80,-1198.36,18,direction,355.26,467.000,1200.00
38,measure,survey,62.80,-1198.36,19,no_signal,,473.000,1200.00
39,measure,survey,62.80,-1198.36,20,no_signal,,479.000,1200.00
40,measure,survey,-1006.40,-653.57,1,no_signal,,725.000,2400.00
41,measure,survey,-1006.40,-653.57,2,no_signal,,731.000,2400.00
42,measure,survey,-1006.40,-653.57,3,no_signal,,737.000,2400.00
43,measure,survey,-1006.40,-653.57,4,no_signal,,743.000,2400.00
44,measure,survey,-1006.40,-653.57,5,no_signal,,749.000,2400.00
45,measure,survey,-1006.40,-653.57,6,direction,161.56,755.000,2400.00
46,measure,survey,-1006.40,-653.57,8,no_signal,,761.000,2400.00
47,measure,survey,-1006.40,-653.57,9,no_signal,,767.000,2400.00
48,measure,survey,-1006.40,-653.57,10,no_signal,,773.000,2400.00
49,measure,survey,-1006.40,-653.57,11,no_signal,,779.000,2400.00
50,measure,survey,-1006.40,-653.57,12,direction,31.00,785.000,2400.00
51,measure,survey,-1006.40,-653.57,13,no_signal,,791.000,2400.00
52,measure,survey,-1006.40,-653.57,14,no_signal,,797.000,2400.00
53,measure,survey,-1006.40,-653.57,15,direction,88.25,803.000,2400.00
54,measure,survey,-1006.40,-653.57,16,no_signal,,809.000,2400.00
55,measure,survey,-1006.40,-653.57,17,no_signal,,815.000,2400.00
56,measure,survey,-1006.40,-653.57,18,no_signal,,821.000,2400.00
57,measure,survey,-1006.40,-653.57,19,no_signal,,827.000,2400.00
58,measure,survey,-1006.40,-653.57,20,no_signal,,833.000,2400.00
59,clear,survey-clear,-983.48,107.27,15,success,,990.237,3161.18
60,measure,survey-clear,-1069.21,544.79,2,no_signal,,1085.404,3607.02
61,measure,survey-clear,-1069.21,544.79,3,no_signal,,1091.404,3607.02
62,measure,survey-clear,-1069.21,544.79,4,no_signal,,1097.404,3607.02
63,measure,survey-clear,-1069.21,544.79,5,no_signal,,1103.404,3607.02
64,measure,survey-clear,-1069.21,544.79,6,direction,237.92,1109.404,3607.02
65,measure,survey-clear,-1069.21,544.79,8,no_signal,,1115.404,3607.02
66,measure,survey-clear,-1069.21,544.79,9,no_signal,,1121.404,3607.02
67,measure,survey-clear,-1069.21,544.79,10,no_signal,,1127.404,3607.02
68,measure,survey-clear,-1069.21,544.79,11,direction,352.38,1133.404,3607.02
69,measure,survey-clear,-1069.21,544.79,14,no_signal,,1139.404,3607.02
70,measure,survey-clear,-1069.21,544.79,16,no_signal,,1145.404,3607.02
71,measure,survey-clear,-1069.21,544.79,17,no_signal,,1151.404,3607.02
72,measure,survey-clear,-1069.21,544.79,19,no_signal,,1157.404,3607.02
